,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,WHOIS_COUNTRY,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
1737,M0_118,131,36,Iso-8859-1,Us,16,5,6,1020,16,8,508,1020,16,0.0,1
1738,M4_52,132,26,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1739,M4_60,132,27,Utf-8,Es,1,1,1,90,1,4,354,90,1,0.0,1
1740,M4_55,134,24,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1741,M4_30,135,26,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1742,M4_44,135,27,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1743,M4_46,135,26,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1744,B0_834,136,43,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1745,B0_1215,137,25,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1746,B0_84,139,21,Utf-8,Not_available,47,3,8,3718,51,47,44519,4064,51,4.0,0
1747,M4_50,140,26,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1748,M4_34,141,27,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1749,B0_583,141,24,Utf-8,Us,31,7,6,3925,39,35,21489,4535,39,8.0,0
1750,B0_744,141,30,Utf-8,Us,14,2,6,1649,16,19,14395,1789,16,2.0,0
1751,B0_531,142,22,Iso-8859-1,Us,70,2,6,5398,74,68,137144,5740,74,4.0,0
1752,M4_32,143,26,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1753,M4_47,143,27,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1754,B0_2233,143,22,Iso-8859-1,Us,6,5,2,564,6,7,442,564,6,0.0,0
1755,B0_412,144,21,Utf-8,Not_available,21,0,4,2854,25,17,3490,3146,25,4.0,0
1756,M4_28,145,26,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1757,M4_40,145,27,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1758,M4_56,145,29,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1759,B0_216,145,31,Utf-8,Us,10,3,3,1354,18,19,2517,2010,18,8.0,0
1760,M4_49,146,27,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1761,M4_57,146,28,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1762,B0_221,146,24,Utf-8,Us,29,20,8,4167,33,33,3181,4499,33,4.0,0
1763,B0_1361,149,23,Iso-8859-1,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1764,M4_35,150,26,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1765,M4_54,151,29,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1766,B0_755,154,21,Utf-8,Us,33,10,8,3764,41,23,7356,4412,41,8.0,0
1767,M4_62,156,31,Utf-8,Es,1,1,1,90,1,5,416,90,1,0.0,1
1768,B0_62,160,29,Utf-8,Us,19,3,7,2402,25,22,4491,2900,25,6.0,0
1769,B0_2237,161,23,Iso-8859-1,Not_available,7,7,2,582,7,11,752,582,7,0.0,0
1770,B0_2099,169,25,Utf-8,Bs,6,3,4,552,6,9,564,552,6,0.0,0
1771,M4_43,170,17,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1772,M4_61,173,34,Utf-8,Es,1,1,1,90,1,5,416,90,1,0.0,1
1773,M4_39,178,16,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1774,B0_156,183,29,Iso-8859-1,Us,22,2,7,2062,30,26,8161,2742,30,8.0,0
1775,M4_45,194,17,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1776,M4_48,194,16,Utf-8,Es,0,0,0,0,0,3,186,0,0,0.0,1
1777,M4_41,198,17,Utf-8,Es,0,0,0,0,0,2,124,0,0,0.0,1
1778,B0_162,201,34,Utf-8,Us,83,2,6,6631,87,89,132181,6945,87,4.0,0
1779,B0_1152,234,34,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1780,B0_676,249,40,Utf-8,Us,19,6,11,2314,25,28,3039,2776,25,6.0,0
